Fednum,EDA - Fundraising Report,EDA - Financial Report,EDA - Daily Notification,EDA - Dashboard
24028,docs.google.com/spreadsheets/d/1mWFBjqDr7JfnNg-3oz_9StlxgKhCN1nB5F1HrGwqVBs,https://drive.google.com/drive/u/0/folders/1Ee8ksj2aDfJTveq3AS2DAKv8iDYCDpkB,https://docs.google.com/spreadsheets/d/1vrjNxk0ndg2_CQT_L-0CeG7qKKIZDwKpWMOYyZZdQts,https://docs.google.com/spreadsheets/d/1nhw5yhgv1dt2Trd3FtxAKk4byD_jmLdMyBIo7nawipk
24029,docs.google.com/spreadsheets/d/1fcvZkLcU0ECmMkL-yu3E9qHrsBTlyDUZFbQJPIYYEYI,https://drive.google.com/drive/u/0/folders/1yLdan91I-E5heLIZiaIX6xtTyi5d9Q7N,https://docs.google.com/spreadsheets/d/1CIPxfUNHYWCJRg1nIdjbOSauqjW5mvWFday_cR1uN9M,https://docs.google.com/spreadsheets/d/1ML6pjmvcTtSCAXZQUnFDBEaPRYUlnyHOkVTkYpKEEuE
24030,docs.google.com/spreadsheets/d/1q9qQbex1Gi7DcN1XHjtVa2pB1odIM6CGRuI56WpImGI,https://drive.google.com/drive/u/0/folders/1xFbSjUL6b9lZB3GX5qaFOnX97NjdM6T0,https://docs.google.com/spreadsheets/d/12KoQE5S0wjUwYdz7sv6Sl-fRnV3nhf2wtSakHbBJ0io,https://docs.google.com/spreadsheets/d/1vQ4ss9cGvua1NYc0Gu8HVDe8nMozJyvYvH_3JY5zSw8
24031,docs.google.com/spreadsheets/d/1Ri6kAl5wZy_3cPVc7ekRLsRPQPYL25NyZDQimRxJsdg,https://drive.google.com/drive/u/0/folders/1MC_ACq0i6ZP-U5Q6uzyTsorW3Y7RT0N-,https://docs.google.com/spreadsheets/d/1vYCcEYt8tp120UIUV2f9tRk_pxD-nwTPhoBJ6GPGvNc,https://docs.google.com/spreadsheets/d/1F-pB_v7aQd952fWj6icxlvkh8N_ytLo1HJDw9pbE5Qk
24032,docs.google.com/spreadsheets/d/1QNHjwa_FrcCvS-sYd2QETysuD41IQ4yFo5UaC_HTCaw,https://drive.google.com/drive/u/0/folders/1QQSpPDFnyjZdv8gXT9V6wWEZQnq9tPyr,https://docs.google.com/spreadsheets/d/1DxnSxkYiHZq9Mj1aSx8QX6XykPlk2sPmwUqgI00yvm8,https://docs.google.com/spreadsheets/d/1plYfpGo1MVI6yuH0dQQ72jZtv2hraimOnCC8Bow3uXc
24033,docs.google.com/spreadsheets/d/1TRh2TK7SeiiBIb8k66AcJhreP3VOIhpfeMBtGqTzOMQ,https://drive.google.com/drive/u/0/folders/199TLOb2TH9dv0_dsZ5A9IrAnU7OdzPwM,https://docs.google.com/spreadsheets/d/1bB3x1LFyhprQ6qZ2APxVWI2iURZs_ss4_xmkXFOJOQc,https://docs.google.com/spreadsheets/d/1deEGRDHnF9ID1Mwsu9RvIlwnTg1jLZOaqHsfCAOq1gk
24034,docs.google.com/spreadsheets/d/1D8FDWIkfMQTA65EsNZFWfLVhyPaTjxgH55JpbjrCA4A,https://drive.google.com/drive/u/0/folders/10jNCwIWbggA1jRQCICIBt2LOAxmKYL8B,https://docs.google.com/spreadsheets/d/1GtIwmZJ4Y4RrCZqNTgTnmvVGf6Txxwo1HhkDOvlumYE,https://docs.google.com/spreadsheets/d/1uO-o_-Kp4dLGf33rLQGUt3EGkGaFBdHf6-KnCAL_TVY
24035,docs.google.com/spreadsheets/d/1L9Xa8x6LBf6w9zR2_oxI0sVZ4ojRowSNBYVQmfClrjY,https://drive.google.com/drive/u/0/folders/1iv82Ah1Wstu-qUIJvLlDp6gJ-wK9F_e3,https://docs.google.com/spreadsheets/d/1Ac4W075b-fqWRF961htX6J1-PaXp7Agl7X87V2X4RDc,https://docs.google.com/spreadsheets/d/12aPOYscQx0oLemwT1KsvJBMb2sS2yFGqWajFBFPNrA4
24036,docs.google.com/spreadsheets/d/1bH2MwoQwv48hgh1mCm7mMzKmiqjhe8ztky9IAp0UMI8,https://drive.google.com/drive/u/0/folders/1rLlJ-CeQtuH2K6WM2JR51FBiYOlCRq1J,https://docs.google.com/spreadsheets/d/1vCOu2Kcr_87IuBJ1g05dA3B73jy-g_1xe5CjBAbSSW4,https://docs.google.com/spreadsheets/d/1Uc0ERFmRXmzLMUo2hvJvsxZZ_5IFXOxMLw1RBRmuQUw
24037,docs.google.com/spreadsheets/d/1FSl34EbV069Jb4yDDhbe1N8JCkDYkBDrCfWVkTaThnA,https://drive.google.com/drive/u/0/folders/141J854TzVxI_xMKvWsPD8MPL6QoJAU5v,https://docs.google.com/spreadsheets/d/1NZDHXPXvKovNXlOqKU1PDtAMlp3Zf38UFVo98fuE2sE,https://docs.google.com/spreadsheets/d/140nzhv-vgyUbu3bOVlxzLzx8TrtiGp4ZOhYyxbPhC3A
24038,docs.google.com/spreadsheets/d/1RBHduLh5XQyOMpYo6QBeb0UTRV0ahwuWWUF_bQfhljo,https://drive.google.com/drive/u/0/folders/1X5PAFXhi_9EZIIABUb28iZfqD81JTyHH,https://docs.google.com/spreadsheets/d/1zbHs5NplESonBr6JxYcs6_Istx1I4v5cNU98_qTiAUI,https://docs.google.com/spreadsheets/d/1o8WYwIYRwiw_3H9REUlutqnB5efjfRkplT256sp6y5c
24039,docs.google.com/spreadsheets/d/1MuWQzHmGE7-eRNuZauEOKce0yopTUebd2sJi55cJXmE,https://drive.google.com/drive/u/0/folders/1chS1SW4siF2wt-4u8aDHkibfbo4PclZo,https://docs.google.com/spreadsheets/d/1FoNnt4p9fLZO70nZO46FUCrmsGwdmmXo65LDRpqZOEw,https://docs.google.com/spreadsheets/d/1yhAlAkhkoMeHjjT91hp4ffvQK4uM16MXX2LujLlGqoM
24040,docs.google.com/spreadsheets/d/1oi8gqd7z_Sq6c8qfsy-Pi0jlCq2KwnXDKOmSDdSZjTU,https://drive.google.com/drive/u/0/folders/1igc3V7ud2WWyTlmxAMbXzAbC-9m73g16,https://docs.google.com/spreadsheets/d/10zWahAlEdP_qnO330Tv-JcDwndaKm3Q2DZLcUHfbW_s,https://docs.google.com/spreadsheets/d/1RBLY6NPc86kBtMXS1ozysHVJLIRTxtoRlP9y7lHebac
24041,docs.google.com/spreadsheets/d/1x1xDvg1gNa0xdw9f6_caK7XD_2F06gl0ONovCv7x06M,https://drive.google.com/drive/u/0/folders/1FIipWJDMcC8y-2QhKF3LxFv0UuRLTmlE,https://docs.google.com/spreadsheets/d/1pjsGXdysT2_zgwZRpK2-IBghno96caQVWGLy3YagQ2s,https://docs.google.com/spreadsheets/d/1FkYJAUq_8SCBK04OEQXjZQ7jal3jnl5dLdWv784n1mg
24042,docs.google.com/spreadsheets/d/1PfgA-UFR8BgN1GTy8QUpgZW-89E6pHHKRFGCw03R85M,https://drive.google.com/drive/u/0/folders/11HPj7gLn3D-MggEaQzLwraA7LcQxbLNZ,https://docs.google.com/spreadsheets/d/17EjS9SgDgEK9grMZixLaOrkKsYQiUQq_Vs1BkYcY3NM,https://docs.google.com/spreadsheets/d/1kxg5LbepUKk15eCl2rqi3DIgqmoIkCpbwKyFpgV_Nb8
24043,docs.google.com/spreadsheets/d/1DT7YTDP5Cmhuvu13DQOpRBqxyAs1R-7Mhp1CTUSbTwk,https://drive.google.com/drive/u/0/folders/1ifB28zuw7c2Fw9Org585EBSX66OQ7bV4,https://docs.google.com/spreadsheets/d/1HuCIIHNUqL_dEsLFQIU2MAmnXGj9WU43uWwmsaoVFPA,https://docs.google.com/spreadsheets/d/1t0bfO64qqiDHpyO_Gb_6p8vHSPJHZcDWyBEuk35AdhA
24044,docs.google.com/spreadsheets/d/1tTGJBtClpZNIjRHUbtmGIgPPZMpmVRM7QfdRQAouQMM,https://drive.google.com/drive/u/0/folders/1PS5eWi3XAsfhUh64gEw65qN9LqJXy1KC,https://docs.google.com/spreadsheets/d/1z8b_aaMxMHCaSr72_x2K-7wnSt-EIhZJ-Zv3ORCUluc,https://docs.google.com/spreadsheets/d/1OayPATm0OaiuvUWy08SGZjWrIOVCwdUWxO57Znkp-lM
24045,docs.google.com/spreadsheets/d/1cg3dc4YTraESSwZP77nimZjWCmimsawDy-Yp40Fo9B4,https://drive.google.com/drive/u/0/folders/10izdggvghBj6UciS79OIdA0gKfmHl4EB,https://docs.google.com/spreadsheets/d/1FBvepPYqxHFGsecSAlDElw2ZWSgh5HCoMolt12pT1D8,https://docs.google.com/spreadsheets/d/1UUf_61gGxRzh5hDAAQ-ebUZP_G333MYlh-5viCZTzDk
24046,docs.google.com/spreadsheets/d/1Ecrq3jCkOazI962kE81LWHlWcuCBxO2H6_pvLcrZjXg,https://drive.google.com/drive/u/0/folders/1maaWQKmJ1cKkn6kAbxGt5OkjR4zotfOe,https://docs.google.com/spreadsheets/d/1foSvRpG2lxIsuBUswM-BAlx13qNYdEWdnHr2lKCsmlc,https://docs.google.com/spreadsheets/d/1zR__r3s8924lgihf7_pT_fqH6uzNt1RpNkfJW5EzQkU
24047,docs.google.com/spreadsheets/d/1AZu-SFtn5AATVHzIW2UWUxuBgxBLs4AsLgrU5IDdIj4,https://drive.google.com/drive/u/0/folders/1nJbx0dqxB2rdn6BmRH1YicjK3yla4kRG,https://docs.google.com/spreadsheets/d/10NHOt0gcAsKoXvHgcb8F4c5I6TNF5dsY4Uhig16bCcQ,https://docs.google.com/spreadsheets/d/1spu53WlmTxyVlvK3LbZmpQ-lDbm8vYSv_5EvnjZafqg
24048,docs.google.com/spreadsheets/d/16XnrzpmL_u6_GOYWwLzddQYKOYqe_07WCIZfO8SzU9M,https://drive.google.com/drive/u/0/folders/1N_FfJiSjzlvTUA1nzDX27_7fEzVGTJGg,https://docs.google.com/spreadsheets/d/1Hb8kXX319a3xlmD9I8pA0DjnCJTlfbrnPvOzldvan4I,https://docs.google.com/spreadsheets/d/1XllUZvAQ_2ksJPCk-9LJ1URI0VJfnBmnIBTVMepeYn4
24049,docs.google.com/spreadsheets/d/1qcp3rK4-T4VZDf0WD5tqYV4-msRZKUU3oCaqrYyKF_s,https://drive.google.com/drive/u/0/folders/1tjsGbqdD5fZ6NtAqXXdnTCsIDlpHCGS7,https://docs.google.com/spreadsheets/d/1B3zfXiJlv0h_vFpLDnprGf3StsW-dvxMMnzsB4CtDJg,https://docs.google.com/spreadsheets/d/1OQAwZyppcArkjw61jY6ILsH48aeke8NDq8domxSCZp4
24050,docs.google.com/spreadsheets/d/1QDDrEB7C4Y9BjelOOMENTI3Y-mpgM6u5wXf4ni1R-uU,https://drive.google.com/drive/u/0/folders/1YdoUeJMZDyf94BV8XgU6H4BXIM3vjm3j,https://docs.google.com/spreadsheets/d/1eACBISnwz90C_vceDu291SCzxVzEwOze9646NNTH54A,https://docs.google.com/spreadsheets/d/1dnC3J1bor0U8hj2-yWVuQRX0sevHS0GttEzsR9dlNgI
24051,docs.google.com/spreadsheets/d/1HmoqaORG1JChlIXQ3uIkJoq9RZOZ5V_fo1oTqBbCapc,https://drive.google.com/drive/u/0/folders/1SkRpRxi_EUTMa-h1ZqA_L7nRomgH_fWc,https://docs.google.com/spreadsheets/d/1CdRl3HpnF7tO278Gxl--QE6Ai2DXUTZOghEi0hK-L9E,https://docs.google.com/spreadsheets/d/1FYjuRThlCS66ZXRdds1ggSVd7NhlJrzWnO-9wepOFP0
24052,docs.google.com/spreadsheets/d/1NnMv5EOVZxcX3jgw_4-1mWLZB1XctVEYHDO16n-d_mI,https://drive.google.com/drive/u/0/folders/1km0mXMnqKcFbS_EQofmwvOup0YUs659S,https://docs.google.com/spreadsheets/d/154s7IJifhqjVNmZJ04dZcgsduJo4yxaowTj4GhLPuGk,https://docs.google.com/spreadsheets/d/1U7ByUPE4P6Xd0NI16HV6qwdagLbzKJENQQIQObFE-m0
24053,docs.google.com/spreadsheets/d/1R31KXVUYJdS02XqfPPRRtBIvaheYFleru7x0Mlzizbw,https://drive.google.com/drive/u/0/folders/1els8b9hmAwuL0L9z0J--UTtJdtkyh6dc,https://docs.google.com/spreadsheets/d/1NOzyqGIRYy4m2FeZXI-DMzKk1Is8FHiDu88eKQo_xaA,https://docs.google.com/spreadsheets/d/1ubCixVuqEJLybpElwLLbR2F16b0YfpCsyTzU4Gj6Tv4
24054,docs.google.com/spreadsheets/d/1v3BupJrqmjcfF9htX8oBPjx-_PW-Kj32oP64uTUK9T0,https://drive.google.com/drive/u/0/folders/1RhH2G_ipv_zS9amPK3Pz57tQhF_1WcxN,https://docs.google.com/spreadsheets/d/1OBAFPF1qlqDboASUaTzB9RupmpyOy23mWFkG6udgVmg,https://docs.google.com/spreadsheets/d/1OIuI3aS7H3CL9QbC5Gj50rtVh9EXTR4y_xCEe64hVGs
24055,docs.google.com/spreadsheets/d/1lNEbs-gvZxZ_MoSdwvqtHpRDJWy3EcrVuFMxObgpTg0,https://drive.google.com/drive/u/0/folders/1etnV9Dun5C7iiJluFQmOQp4ZvQYNVhXq,https://docs.google.com/spreadsheets/d/1pWCLq6PNl9WkCPwXsRqOIepB4_0lzK_tRDwZ5IQ_-yw,https://docs.google.com/spreadsheets/d/1mkc7Hnxm_IEqhGSNkhPPvjEL5kSijSPX9H8GA28HEsw
24056,docs.google.com/spreadsheets/d/1B3QQPIH_mvkMYkL4a9414vNm0D8Aj4rW6k44g4uEDno,https://drive.google.com/drive/u/0/folders/1dn4MBGEVeLqViQX298iEj_et1aoWgcgH,https://docs.google.com/spreadsheets/d/1kCfxdFPZLesxSSSGcDD4R0Hg5pLd-JZThndbeXXuadI,https://docs.google.com/spreadsheets/d/1oXNpLxbpgU4mVCZnRMJkf0YK6z3po8RQkwpN1Ljqcu4
24057,docs.google.com/spreadsheets/d/1IaqSMkzg599658oUhPFL2tKbXXT_ykvCmmiW-px2JlQ,https://drive.google.com/drive/u/0/folders/1fhcONiHxuSHgNsEjc7yFz9zsGO3ohV2o,https://docs.google.com/spreadsheets/d/1vLttR74mBiH3tXyGVU3ZVPfxlb1-XPNKjoz9x0xe6yA,https://docs.google.com/spreadsheets/d/1LkRSz55hgCSe_lMEb2kesxN5w7eBrOx7OGlUFBGncZQ
24058,docs.google.com/spreadsheets/d/1skj9TFqyWDXojJqfe844LXV3-jZyjc4Ej2dfVjK4MgQ,https://drive.google.com/drive/u/0/folders/1rDsllyhV4031jOF7ofMzNjgL1zn3LPiM,https://docs.google.com/spreadsheets/d/16l7YPfXBIAXcqqMksv5bD2o5jYWL5_-hjhqXXgLebl0,https://docs.google.com/spreadsheets/d/1yVy3qgIBF0ar6vd39AWp4FJx2eAcFyfodK5oUeFdyu8
24059,docs.google.com/spreadsheets/d/1rZ_-ThN47cH6hPU5doUgWXyF7h_8jH7Uy-ziukge-cM,https://drive.google.com/drive/u/0/folders/15Ea-_NjpXuLBwxvb84utwnNEnYg6Q4CI,https://docs.google.com/spreadsheets/d/1aPSUs4HkBPcWyTXUo5jCJKJ8KYouk_kmawcJLIbqj4U,https://docs.google.com/spreadsheets/d/1eLtPNq_-EbyQ8YtFR4JLGVGUxwm-7qqsfq_WHiSlmyU
24060,docs.google.com/spreadsheets/d/1OOb0LjN_fa_sygQfhN8xdlsMFWTWF6GQs654ETr8Kaw,https://drive.google.com/drive/u/0/folders/1oV-PRsjeixfFdlQ_Jr7DiGOWFBpRT28z,https://docs.google.com/spreadsheets/d/1CZ0F4IRfTjLcc_JFC9rE8JHTzvIJdg4olJs0_gBLe68,https://docs.google.com/spreadsheets/d/1kzQZv3cYkiKUw0WCGVDtpC-402nI8mQ68yyAJJ3MRtc
24061,docs.google.com/spreadsheets/d/1F51CMxeVm2pJrDjww0EhUfyTfbOQPHKcOpSTmekBx_0,https://drive.google.com/drive/u/0/folders/1iCR63_jXZ3bUoLyiumP9NzsmVNcxCorB,https://docs.google.com/spreadsheets/d/1Eh4heC45aB8uBEWev886copf5a05x-8firQBoCi489w,https://docs.google.com/spreadsheets/d/1Yfzl4ZVfgEMYqQyXdNjj72IUIjswpZwyAX4nj3rsFYo
24062,docs.google.com/spreadsheets/d/1hoMszzsdGthjH4qUckL646ZRfXpPpiirkWwZCchzDvA,https://drive.google.com/drive/u/0/folders/10hUu9YONpdum6I4KjNLMdl2FO46L6eVB,https://docs.google.com/spreadsheets/d/1f4C1n7yEQh79RG6czZxyT04Da8f4wozwZe3dy9jfm2w,https://docs.google.com/spreadsheets/d/1Mx9hL9xVhK0iBVZD33g80XoHCx2zCzRs1YfmyP0-aMU
24063,docs.google.com/spreadsheets/d/1gRVibov0AupZyrtMhTIf0Xxw1C1Y3k9peAuDMmYt4Yk,https://drive.google.com/drive/u/0/folders/1i6PLa7T8gw4Z5z6_K1gqXY3Uv64Kwqmg,https://docs.google.com/spreadsheets/d/1imh5n8MpDCSdlnlr-eqZ8GU_4RqntzG9wmSfATWg1cM,https://docs.google.com/spreadsheets/d/1yw-9aUU6KplRmcfSC-9Rcbo662gT_ZR5p05pol5VXCo
24064,docs.google.com/spreadsheets/d/1dhsiOAMiYoiBvwpSDJZYPtftn7WdKzsAjLCkmOOPbsE,https://drive.google.com/drive/u/0/folders/13sLs893Od5xhiDuhKr8IyD3Oc2UfbAer,https://docs.google.com/spreadsheets/d/1bV4RiC8KMV_E5iWO7zslnEmhvgFKPNYCL1ExfjKIqvk,https://docs.google.com/spreadsheets/d/1wTo3CXrg35vs4P6B_RoAYxOoqZiZ3IQl-2PY6Bud4SM
24065,docs.google.com/spreadsheets/d/1RRRR5Zv8Amg-fOW_wu5BCL5F0csCzGHLKZI3DyNmOP0,https://drive.google.com/drive/u/0/folders/1KI1sbhVaylZkjrBQKufCooguvkXGTr3M,https://docs.google.com/spreadsheets/d/1fMGumkBdgs0yFIEUBvZbr3Jq7wBHALzbb5prezReIUU,https://docs.google.com/spreadsheets/d/1yRrq8XYtbEd0ub9aBM-2T1orySUP_G3rambboovztNk
24066,docs.google.com/spreadsheets/d/1xZiL7h5NgzkvG-sF_dqZPb6o_o0xXcxNqf6sVx_rofI,https://drive.google.com/drive/u/0/folders/1dlc6F0-rtNMnFOW24cMXZPeP7bPKZ0ZP,https://docs.google.com/spreadsheets/d/1cu1O5VcPMCYEJ_WgaBQzYAT2eRhbRq7QU3hvo4M5hjY,https://docs.google.com/spreadsheets/d/1sgfl3zprWJSs4m8AAlpc-kStrz63hnUWNrEc3I0TW7o
24067,docs.google.com/spreadsheets/d/1-2jxIcam8rs4OCIVU5tIaimDFFl0AVWbrpx0_2aV8oQ,https://drive.google.com/drive/u/0/folders/1eD_EgyogeBXaZusvutGV8ZebqtZw9W2S,https://docs.google.com/spreadsheets/d/1rdS8zynle3d7okdKiIFc6ldhJ80Iij7xYhnkBd3tEcg,https://docs.google.com/spreadsheets/d/1iatpoKX9Ti_poRmmWhROsp0TivUrqCAdJG-os5L5eUM
24068,docs.google.com/spreadsheets/d/1sSn9auHTmHqb9xlNGHYRIz-Xz-oCRfaqtrjgvIOHnlM,https://drive.google.com/drive/u/0/folders/1tFpYRMpRYAHIswA6JaHNSXHPLelyRtHN,https://docs.google.com/spreadsheets/d/1fP-yRYJF7J9QiYtYHm--xazq1A8QzfcXj7JvAcrWPw8,https://docs.google.com/spreadsheets/d/1JmsuxCfeM14auXvZakc7xtpbuM7OZWPISxb5sczfmaY
24069,docs.google.com/spreadsheets/d/1YNa7ERo3zXxqOVMIxr540dUXbuEpi91f4GDeMpdvnb4,https://drive.google.com/drive/u/0/folders/13a2i6pk1g6xUmnqSDcok7WStFrJ1llwg,https://docs.google.com/spreadsheets/d/154UsCN4mDgjFPzsd_-bDv1R_gN_hy3uX634obUeaiVc,https://docs.google.com/spreadsheets/d/14HJMuFMPdMlupIjDzPR_kF9zDkvGkL172b7nPcQEqOI
24070,docs.google.com/spreadsheets/d/1yha-heoTcRVfadugc7VLPUpFQ3xIWF-g6buQir2SLug,https://drive.google.com/drive/u/0/folders/1-FvCYcT4d24CDXW9B-2mM6ZtwL9WBddu,https://docs.google.com/spreadsheets/d/14aWKbiQuvIOoRN0WF36dX7nSgB_qcBv3CmQLH2DKMAg,https://docs.google.com/spreadsheets/d/1p67rWKL6JBY5kchwF_XTcD9lK3jLLXFeSuxQHX4ebDg
24071,docs.google.com/spreadsheets/d/1tDeHa5fs1-JpxDiq0o8W5lNrqMSDcl6nJGRxiTbnhjk,https://drive.google.com/drive/u/0/folders/13qeNGL2Fww_qbr-1jLdw_fLvaYQ7wkCY,https://docs.google.com/spreadsheets/d/1VgEiIPYe_XtwhUNl03J_FRaidMEat805Nv4PSPyPvdI,https://docs.google.com/spreadsheets/d/1H5mt_tBhVqIodndcqwuDd-ipKJe1qKszWIR063_uWwM
24072,docs.google.com/spreadsheets/d/1xGNWa0GKq9DLrmbuibHPdFyQgNj64mZXnHtUSWnXurY,https://drive.google.com/drive/u/0/folders/1YahXH-NSjGQGAqqkydFHoCqnzQJUMNuK,https://docs.google.com/spreadsheets/d/1_kfPZfGKPc85TcLw8ncotbD_HxQDF0midvv3TAGeenA,https://docs.google.com/spreadsheets/d/10W_eJC-NxLChMrw2XnUg1yIRVXY8fNEe5wydzClLn5A
24073,docs.google.com/spreadsheets/d/1QkxD3qyTlbiWyoIXHYVCLvOaBZ4sVpzHZq7mVmVCoFU,https://drive.google.com/drive/u/0/folders/1fKiPGVC3Kvm2nOcdqu513wrN_M9LjlPA,https://docs.google.com/spreadsheets/d/1l4_2H42i_Vnc2zCENZuHYA3uWs-AdsgTG6FE6QdV_ys,https://docs.google.com/spreadsheets/d/1rr-oY9zgA4cwh3Zpb7DQ6wzldgUoQWnKU7ogq8QAxec
24074,docs.google.com/spreadsheets/d/1Pmqd-RCX3QamXovPzY_dR8B22M5TBwu59hsvNcBOCUs,https://drive.google.com/drive/u/0/folders/11ZrCd_YNIvnQCOsNWtwNlLwVLOo-u8_U,https://docs.google.com/spreadsheets/d/1O0OVu5crBvl1Ge-u4-dkeKzfN8-0FfNQ-jbydoqb1jw,https://docs.google.com/spreadsheets/d/1eyf1ePozqoiC3pPOdpnFenX4SD3P2IB6hUzWKDpy0Ec
24075,docs.google.com/spreadsheets/d/16WMkrK4zljgNMCM96J92_gv7ndaiMNpZiGYnzDSU94M,https://drive.google.com/drive/u/0/folders/1ZVtDBI4a_NM97wqO6ixtnGIU3elFB03b,https://docs.google.com/spreadsheets/d/1076nidl01nW2VWGhkn6ktnotjhTF1cFL8M0c0Ap1BnE,https://docs.google.com/spreadsheets/d/1_80jrjwCFsg7GOBC9B0E-w2OtIRNSjAYygVqmSbYWr4
24076,docs.google.com/spreadsheets/d/1Y9aPjUulxFTb65d4ruCwRQcWL9TZ7QpRwRTv7KjFeW0,https://drive.google.com/drive/u/0/folders/1Rdk3fHD56dClAXZxBq0ScCqtGcnvu4HB,https://docs.google.com/spreadsheets/d/1cAFIc8HJaO0dSJT0nnid2LXulpCsufFxZ5qAoTGq7A0,https://docs.google.com/spreadsheets/d/1yh9NoNGhCAYYU3YevH7vq4LK6B0MawQ-KmjqLAQl6hs
24077,docs.google.com/spreadsheets/d/1-af96ca0ECsJ4qF0eGlqkpgoOElrB_F2KHbNVMrWCJI,https://drive.google.com/drive/u/0/folders/1plVlqUwVFuLsLMA2-_wBRuk6jwgGKGdS,https://docs.google.com/spreadsheets/d/1-gP9rnitZLIXDaWnDlE7Xz_hrD_Eu4xZUfsX-O0UI54,https://docs.google.com/spreadsheets/d/1PFlO3OReFZdDiDAir4wtK4n97QYbpVv6UijteGTIHaQ
24078,docs.google.com/spreadsheets/d/1kqoZKBHuXp8Nfaa7hKpdLfH9ae647ea0kkY8uuqSeDw,https://drive.google.com/drive/u/0/folders/14FsE7nNFCC7oDj3YZAOXrFFUh16JJ5LO,https://docs.google.com/spreadsheets/d/1siACg2OcOAiTrpgytouQPpOSEjVRWyVwBcl7J_CGm8o,https://docs.google.com/spreadsheets/d/1hY1PvCf-Inz6Yhow2hw7265H7jOKJ6ryVMDlCDel18g
35001,docs.google.com/spreadsheets/d/1sX8BBfBuFBJ2zYiVggdcUbPBYp7dC-jb5MN25rJepq8,https://drive.google.com/drive/u/0/folders/1DzzjAMkI-v-3o8rnnZyHBD2r5XSOgV6j,https://docs.google.com/spreadsheets/d/1clneovBj6jvKU0mo7mBQR9HyKesT7gxpfkki-IV1lEM,https://docs.google.com/spreadsheets/d/1dh1jQGOhz2Rz1GKY8KNW9BEgO-HtiS8MXkgfTC2jpak
35002,docs.google.com/spreadsheets/d/1SLuPAK4dE_YPeqm9t51uJH150X5VP0qnp2kjJecAT1I,https://drive.google.com/drive/u/0/folders/1XcIYOcFhaHGlj5QeLZnQCTcBxXbOpmC9,https://docs.google.com/spreadsheets/d/10pA4LTG1lNpPiWNHhlwGGCemUktRRxX_kzLzUiUIBJE,https://docs.google.com/spreadsheets/d/1NuNQRaS9sMzpLeQGRMavuOxlj7DJl0NHriflY78tWls
35003,docs.google.com/spreadsheets/d/1wuWpJqxj_MCWSWy5G3AY-MF392Z8VHqAUV9esi3-L0Y,https://drive.google.com/drive/u/0/folders/18DtBksdMbwClaZCUjswDfM6P4pQ4elDe,https://docs.google.com/spreadsheets/d/1tgB5_SjvGhkI-6CaXdNoDGj01u83TZPpQbFJUDFtkNc,https://docs.google.com/spreadsheets/d/1LSU-xEZn24jzZPzbPZteJPkpoQcJYl8XW0HuaaYqO8w
35004,docs.google.com/spreadsheets/d/1m3Vu_ZQdDoYx8792D3Hhm2k9MHyo4IYjRETq53aLYBk,https://drive.google.com/drive/u/0/folders/1Wtn9A7ovPUtm8KCUriM9AuQFFAL6UG1w,https://docs.google.com/spreadsheets/d/1K-ne1O9t3hNdOvIvkGCv3-cNIk2un4UyTbytYhyXzjk,https://docs.google.com/spreadsheets/d/1hZ0bbU_cVJ9beBfwTQffLZI9Pd-GBiXmPYM-pPioyks
35005,docs.google.com/spreadsheets/d/1REwDwiiJTp6on8iJe_T3pVpr6g3vnc1pGC16Zud92C4,https://drive.google.com/drive/u/0/folders/1LVLz8VewJMCvMxtjxb20dSGZxFOdzcRU,https://docs.google.com/spreadsheets/d/1fVcwAJ_2_bH6miFyOX7LXzs8EravyHsBVll4pJgLzQY,https://docs.google.com/spreadsheets/d/1bJUAjTKCKJFQ21UGqlxebhrZjYq91rVkyqvq4H-rGRs
35006,docs.google.com/spreadsheets/d/1_q_GPQcsR9Wrf3CYrWbPiJJzcWBF8zl7zCI757d5ayg,https://drive.google.com/drive/u/0/folders/16IFdFAa2ahAEJz7u9D_XqP8M5-NtERBg,https://docs.google.com/spreadsheets/d/15GITTTuQTO5sUgQ7dxxYIUdc89pC7uANtHv3ahuwk-4,https://docs.google.com/spreadsheets/d/1OZO4LGl4W7-utfl1NMYTKB3KNHB7Ok8Hceq24XLVdfg
35007,docs.google.com/spreadsheets/d/1PcOi_qNiv4810TflMbFM0J4RpFmZc2iwOynXS4gqMhs,https://drive.google.com/drive/u/0/folders/1sCwo_tRJGLpErDDGuBeS2WnyM1QV-GcK,https://docs.google.com/spreadsheets/d/1xrV3bYd2KtHwUnyNvWCyVqPAnGGMfmJDS5jlypiT8Co,https://docs.google.com/spreadsheets/d/1JnGMyJxg6-ohsHcftmV2jyz3Mj1v9IhfkoXEApEvCnQ
35008,docs.google.com/spreadsheets/d/15Nnj8UacM4G9EkvXx15gkilGxcznzMx0fAWUWMd6RcI,https://drive.google.com/drive/u/0/folders/1xxVmHJcebNrxIhxIaFo5hgo5yRDncopK,https://docs.google.com/spreadsheets/d/1UQ13OsYbBW4q_npxZBv4_xIZDi2pqL8lnr3ARYTM8HE,https://docs.google.com/spreadsheets/d/1REi917gaTToOJa2eJxrJh8_uJWE3OANtIOzU-0sBbI8
